Payout Date,,,Issued By,Consignor,Payout Type,Total Payout,,,,,,,,,,,,Category,,,,SKU#,Item Name,Date,QTY Sold,Sold Total,Cost Total,Gross Total,NET Total,,,,,Category,,
Cat Anarchy,Stickers,07-16-2025,17016,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat Mimi,Stickers,07-18-2025,17076,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat Yuki,Stickers,07-18-2025,17076,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiki Cowboy,Stickers,07-18-2025,17114,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat Shiki,Stickers,07-18-2025,17069,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiki Ramen,Stickers,07-19-2025,17147,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny My Melody Keychain,Keychains,07-19-2025,17174,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny My Melody Keychain,Keychains,07-20-2025,17269,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny Hello Kitty  Keychain,Keychains,07-20-2025,17272,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiki Cowboy,Stickers,07-23-2025,17397,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiki Stamp,Stickers,07-25-2025,17459,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miffy IG Post Sticker,Stickers,07-25-2025,17460,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiki Boba,Stickers,07-26-2025,17496,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny Pochacco,Stickers,07-26-2025,17515,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny Kuromi,Stickers,07-26-2025,17551,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boba Hello Kitty,Stickers,07-26-2025,17565,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny Kuromi,Stickers,07-26-2025,17566,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny My Melody Keychain,Keychains,07-27-2025,17616,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny Kuromi Keychain,Keychains,07-27-2025,17617,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny Pochacco Keychain,Keychains,07-27-2025,17617,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boba Hello Kitty,Stickers,07-28-2025,17645,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boba Hello Kitty,Stickers,07-28-2025,17651,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny Kuromi,Stickers,07-31-2025,17746,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miffy Ribbon,Stickers,07-31-2025,17756,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny My Melody,Stickers,07-31-2025,17773,$3.00,75.00%,$3.00,,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Paid:,,$126.00,42,$5.25,,$105.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-31-2025,,,Annie Zhou,Eliza Andrada - 03E,Print List,$465.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,,Sold,Sale,Agreed,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F21 white blouse,Blouses,07-01-2025,16409,$27.00,80.00%,$27.00,,$21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purple and black polka dot lingerie,Lingerie,07-01-2025,16414,$28.00,80.00%,$28.00,,$22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y2k inspired filter top,Blouses,07-02-2025,16448,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bebe floral halter blouse,Blouses,07-02-2025,16452,$37.00,80.00%,$37.00,,$29.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Fang blazer,Jackets,07-04-2025,16502,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juicy couture grey cardigan,Cardigans,07-04-2025,16504,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy girl t-shirt,Tees,07-06-2025,16599,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pink and black polka dot lingerie top,Lingerie,07-07-2025,16664,$32.00,80.00%,$32.00,,$25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Express sheer blouse,Blouses,07-07-2025,16666,$32.00,80.00%,$32.00,,$25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pink one world blouse,Blouses,07-09-2025,16699,$35.00,80.00%,$35.00,,$28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union Bay Green Cargo Capris,Shorts/Jorts,07-09-2025,16720,$28.00,80.00%,$28.00,,$22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Dressbarn top,Blouses,07-10-2025,16757,$15.00,80.00%,$15.00,,$12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y2K jeans,Jeans ,07-12-2025,16860,$45.00,80.00%,$45.00,,$36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White skirt,Skirts,07-12-2025,16865,$20.00,80.00%,$20.00,,$16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y2k yellow tee,Tees,07-12-2025,16879,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown Jones New York longsleeve,Long Sleeves,07-13-2025,16937,$20.00,80.00%,$20.00,,$16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floral grass cami top,Tank tops ,07-14-2025,16962,$42.00,80.00%,$42.00,,$33.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free People blouse,Blouses,07-16-2025,17019,$35.00,80.00%,$35.00,,$28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floral Pink tube top,Tank tops ,07-16-2025,17027,$23.00,80.00%,$23.00,,$18.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angel Baby Shirt,Tees,07-17-2025,17054,$35.00,80.00%,$35.00,,$28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black lingerie C.R. top,Lingerie,07-18-2025,17078,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black and pink polkadot blouse,Blouses,07-18-2025,17108,$28.00,80.00%,$28.00,,$22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOSO happy monsters need love too tee,Tees,07-19-2025,17219,$45.00,80.00%,$45.00,,$36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pink lingerie with black details,Lingerie,07-19-2025,17219,$32.00,80.00%,$32.00,,$25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belle du Jour Blouse,Blouses,07-21-2025,17312,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pole Top,Tees,07-23-2025,17385,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grey avant gaurd zip up,Jackets,07-24-2025,17407,$45.00,80.00%,$45.00,,$36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue y2k top,Blouses,07-24-2025,17432,$32.00,80.00%,$32.00,,$25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Fredricks of Hollywood lingerie top,Lingerie,07-26-2025,17564,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xhilaration Drress,Dresses,07-26-2025,17569,$18.00,80.00%,$18.00,,$14.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plum black tank top,Tank tops ,07-26-2025,17572,$20.00,80.00%,$20.00,,$16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzie in the city longsleeve blouse,Blouses,07-27-2025,17601,$20.00,80.00%,$20.00,,$16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue and Black Lingerie top,Lingerie,07-30-2025,17723,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100% silk floral blouse,Blouses,07-31-2025,17744,$55.00,80.00%,$55.00,,$44.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Paid:,,"$1,019.00",34,$29.97,,$465.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-31-2025,,,Annie Zhou,Erica Eao - 044,Print List,$75.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,,Sold,Sale,Agreed,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melon soda bunny sticker,Stickers,07-02-2025,16432,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed moo sticker,Stickers,07-02-2025,16432,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky animal charm - tiger,Phone Charms,07-03-2025,16493,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky animal charm - frog,Phone Charms,07-04-2025,16528,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky animal charm - bunny,Phone Charms,07-05-2025,16558,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky animal charm - tiger,Phone Charms,07-06-2025,16608,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky animal charm - bunny,Phone Charms,07-12-2025,16834,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green guy grape drink sticker,Stickers,07-12-2025,16835,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky animal charm - bunny,Phone Charms,07-13-2025,16905,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky animal charm - tiger,Phone Charms,07-13-2025,16905,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky animal charm - bunny,Phone Charms,07-13-2025,16911,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky animal charm - frog,Phone Charms,07-15-2025,16970,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky animal charm - bunny,Phone Charms,07-17-2025,17050,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky animal charm - bunny,Phone Charms,07-26-2025,17516,$8.00,75.00%,$8.00,,$6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Paid:,,$100.00,14,$7.14,,$75.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-31-2025,,,Annie Zhou,Gaby Sandoval - 03W,Print List,$251.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,,Sold,Sale,Agreed,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usahana Scream sticker,Stickers,07-01-2025,16408,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just a girl sticker,Stickers,07-01-2025,16410,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just a girl sticker,Stickers,07-01-2025,16418,$4.00,75.00%,$4.00,,-$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherry kuma sticker,Stickers,07-01-2025,16429,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherry kuma sticker,Stickers,07-01-2025,16429,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bite me Sticker,Stickers,07-01-2025,16429,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keroppi Sticker,Stickers,07-02-2025,16432,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keroppi Sticker,Stickers,07-02-2025,16432,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This and yap Sticker,Stickers,07-02-2025,16432,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smiski Ur Cool Card,Stationery,07-02-2025,16443,$6.00,75.00%,$6.00,,$4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherry Kuma Keychain,Keychains,07-02-2025,16443,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berry Much Card,Stationery,07-02-2025,16443,$6.00,75.00%,$6.00,,$4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poo Brain Sticker Sheet,Stickers,07-03-2025,16477,$9.99,75.00%,$9.99,,$7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirb B*tch Sticker,Stickers,07-03-2025,16491,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poo Brain Sticker Sheet,Stickers,07-03-2025,16491,$9.99,75.00%,$9.99,,$7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Angel Sticker,Stickers,07-05-2025,16557,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirb B*tch Sticker,Stickers,07-05-2025,16557,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You are Acceptable Card,Stationery,07-05-2025,16569,$6.00,75.00%,$6.00,,$4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poo Brain Sticker Sheet,Stickers,07-05-2025,16585,$9.99,75.00%,$9.99,,$7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcy and PB bunny shirt Sticker,Stickers,07-05-2025,16594,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirb B*tch Sticker,Stickers,07-06-2025,16608,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladybug Sticker,Stickers,07-06-2025,16608,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me when You're not with me Card,Stationery,07-06-2025,16608,$6.00,75.00%,$6.00,,$4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Popcorn sticker,Stickers,07-06-2025,16620,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcy and PB bunny shirt Sticker,Stickers,07-06-2025,16628,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcy and PB bunny shirt Sticker,Stickers,07-06-2025,16628,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Angel Sticker,Stickers,07-07-2025,16635,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stomp on 'em sticker,Stickers,07-07-2025,16635,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladybug Sticker,Stickers,07-07-2025,16645,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladybug Sticker,Stickers,07-08-2025,16678,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladybug Sticker,Stickers,07-09-2025,16699,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purrfect Match Card,Stationery,07-11-2025,16816,$6.00,75.00%,$6.00,,$4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcy and PB bunny shirt Sticker,Stickers,07-12-2025,16857,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcy and PB bunny shirt Sticker,Stickers,07-12-2025,16858,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bmo Frog sticker,Stickers,07-12-2025,16891,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gimme Whatever Mystery Bags,Misc. Accessories,07-13-2025,16905,$15.00,75.00%,$15.00,,$11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gimme Whatever Mystery Bags,Misc. Accessories,07-13-2025,16909,$15.00,75.00%,$15.00,,$11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gimme Whatever Mystery Bags,Misc. Accessories,07-13-2025,16910,$15.00,75.00%,$15.00,,$11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usahana Scream sticker,Stickers,07-17-2025,17052,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delight Card,Stationery,07-17-2025,17064,$6.00,75.00%,$6.00,,$4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ride or Die Card,Stationery,07-18-2025,17121,$6.00,75.00%,$6.00,,$4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirb B*tch Keychain,Keychains,07-20-2025,17221,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Popcorn sticker,Stickers,07-20-2025,17232,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hangyoden Da Fuq Sticker,Stickers,07-20-2025,17253,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bmo Frog,Keychains,07-20-2025,17271,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poo Brain Sticker Sheet,Stickers,07-21-2025,17328,$9.99,75.00%,$9.99,,$7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Keychain,Keychains,07-21-2025,17333,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Angel Sticker,Stickers,07-22-2025,17348,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usahana Scream sticker,Stickers,07-23-2025,17382,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladybug Sticker,Stickers,07-24-2025,17421,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirb B*tch Sticker,Stickers,07-25-2025,17460,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bmo Frog sticker,Stickers,07-25-2025,17460,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hangyoden Da Fuq Sticker,Stickers,07-25-2025,17469,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just a girl sticker,Stickers,07-25-2025,17469,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm a delight sticker,Stickers,07-25-2025,17477,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirb B*tch Sticker,Stickers,07-25-2025,17477,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Popcorn sticker,Stickers,07-25-2025,17485,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bmo Frog,Keychains,07-25-2025,17485,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smiski Ur Cool Card,Stationery,07-26-2025,17533,$6.00,75.00%,$6.00,,$4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just a girl sticker,Stickers,07-27-2025,17581,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Keychain,Keychains,07-27-2025,17603,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladybug Sticker,Stickers,07-27-2025,17603,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smiski Ur Cool Card,Stationery,07-28-2025,17649,$6.00,75.00%,$6.00,,$4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherry kuma sticker,Stickers,07-28-2025,17661,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinna Pure Evil Sticker,Stickers,07-29-2025,17675,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcy and PB bunny shirt Sticker,Stickers,07-29-2025,17692,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirb B*tch Sticker,Stickers,07-30-2025,17712,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This and yap Sticker,Stickers,07-30-2025,17712,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcy and PB bunny shirt Sticker,Stickers,07-30-2025,17729,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Keychain,Keychains,07-31-2025,17735,$12.00,75.00%,$12.00,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smiski Ur Cool Card,Stationery,07-31-2025,17745,$6.00,75.00%,$6.00,,$4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Popcorn sticker,Stickers,07-31-2025,17746,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poo Brain Sticker Sheet,Stickers,07-31-2025,17747,$9.99,75.00%,$9.99,,$7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bmo Frog sticker,Stickers,07-31-2025,17747,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eat the rich Sticker,Stickers,07-31-2025,17747,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bmo Frog sticker,Stickers,07-31-2025,17755,$4.00,75.00%,$4.00,,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Paid:,,$442.95,76,$5.83,,$251.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-31-2025,,,Annie Zhou,Jacob Siu-Zmuidzinas - 00U,Print List,$341.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,,Sold,Sale,Agreed,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinatown Curiosities Beige shirt S,Tees,07-02-2025,16445,$42.00,80.00%,$42.00,,$33.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Sky Bison T-shirt L,Tees,07-02-2025,16446,$42.00,80.00%,$42.00,,$33.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinatown Archive 2024 T-shirt S,Tees,07-04-2025,16536,$42.00,80.00%,$42.00,,$33.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue TsingTao Shorts M,Shorts/Jorts,07-05-2025,16590,$34.00,80.00%,$34.00,,$27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Sky Bison T-shirt S,Tees,07-09-2025,16699,$42.00,80.00%,$42.00,,$33.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinatown Archive 2024 T-shirt XL,Tees,07-16-2025,17009,$42.00,80.00%,$42.00,,$33.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivienne Tam Crop top L,Tees,07-17-2025,17050,$34.00,80.00%,$34.00,,$27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinaton Curiosities Beige shirt L,Tees,07-17-2025,17050,$42.00,80.00%,$42.00,,$33.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese Opera Mask Black shorts M,Shorts/Jorts,07-17-2025,17062,$34.00,80.00%,$34.00,,$27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canton Bazaar shirt XL,Tees,07-19-2025,17168,$34.00,80.00%,$34.00,,$27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinatown Archive 2024 T-shirt XXL,Tees,07-19-2025,17209,$42.00,80.00%,$42.00,,$33.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivienne Tam Crop top XL,Tees,07-20-2025,17270,$34.00,80.00%,$34.00,,$27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Palace Sleeveless Shirt L,Tees,07-23-2025,17387,$40.00,80.00%,$40.00,,$32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue TsingTao Shorts L,Shorts/Jorts,07-25-2025,17488,$34.00,80.00%,$34.00,,$27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Sky Bison T-shirt XL,Tees,07-31-2025,17752,$42.00,80.00%,$42.00,,$33.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tintin x Chinatown White Mesh shorts  L,Shorts/Jorts,07-31-2025,17770,$34.00,80.00%,$34.00,,$27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Paid:,,$614.00,16,$38.38,,$341.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-31-2025,,,Annie Zhou,Jade Le - 029,Print List,$386.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,,Sold,Sale,Agreed,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm Tryna Learn,Stickers,07-01-2025,16405,$2.50,75.00%,$2.50,,$1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
